,,,,,timestamp,ship_status,vendor,vendor_site,product_webpage,delivery_type,product_description,product_model,product_id,delivary_status,code,currency,price,tax_rate,shipping_charges,notes,city,state,zip_code,country_code
536,4/13/2018 19:59,114-9543387-7565055,114-9543387-7565055,20180323,2018-03-24T07:15:28+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,ASHEBORO,NC,27205-4275,US
537,4/13/2018 19:59,111-7266915-4974616,111-7266915-4974616,20180323,2018-03-24T03:34:24+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,League City,TX,77573,US
538,4/13/2018 19:59,113-6790328-3959421,113-6790328-3959421,20180323,2018-03-23T23:24:06+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,ANDOVER,MA,01810-4260,US
539,4/13/2018 19:59,113-5100008-2589022,113-5100008-2589022,20180323,2018-03-23T23:24:17+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,ANDOVER,MA,01810-4260,US
540,4/13/2018 19:59,112-0194137-0015417,112-0194137-0015417,20180323,2018-03-23T19:00:38+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,Expedited,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,Sunrise,FL,33323-2987,US
541,4/13/2018 19:59,114-1359564-6052209,114-1359564-6052209,20180323,2018-03-24T06:33:38+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,2,USD,19.98,NULL,NULL,NULL,STATE COLLEGE,PA,16801-4545,US
542,4/13/2018 19:59,113-3258682-2879408,113-3258682-2879408,20180322,2018-03-23T08:24:28+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,WAUPUN,WI,53963-2135,US
543,4/13/2018 19:59,111-0808932-8149014,111-0808932-8149014,20180322,2018-03-28T17:46:53+00:00,Cancelled,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Cancelled,0,NULL,NULL,NULL,NULL,NULL,JOHNSON CITY,NY,13790-4016,US
544,4/13/2018 19:59,112-2844920-8109844,112-2844920-8109844,20180322,2018-03-23T06:16:02+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,ENCINITAS,CA,92024-5229,US
545,4/13/2018 19:59,111-4191506-3436257,111-4191506-3436257,20180322,2018-03-23T22:09:27+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,WENDELL,NC,27591-9557,US
546,4/13/2018 19:59,112-1420189-8525857,112-1420189-8525857,20180322,2018-03-23T22:15:00+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,LYNCHBURG,VA,24503-4788,US
547,4/13/2018 19:59,113-4526568-6131446,113-4526568-6131446,20180322,2018-03-22T22:36:35+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Orange,Majide-Juul-Orange,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,BILLINGS,MT,59102-0829,US
548,4/13/2018 19:59,113-5193039-6221047,113-5193039-6221047,20180322,2018-03-23T10:26:37+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1L7YSW,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Blue,Majide-Juul-Blue,B07B1L7YSW,Shipped,1,USD,9.99,NULL,NULL,NULL,LEESVILLE,LA,71446-6573,US
549,4/13/2018 19:59,113-2474391-4261019,113-2474391-4261019,20180322,2018-03-23T09:08:18+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KTYV3,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KTYV3,Shipped,1,USD,9.99,NULL,NULL,NULL,SPARTANBURG,SC,29301-1115,US
550,4/13/2018 19:59,112-9135345-5070649,112-9135345-5070649,20180322,2018-03-22T12:49:48+00:00,Cancelled,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Cancelled,0,NULL,NULL,NULL,NULL,NULL,Jamaica,Ny,11435,US
551,4/13/2018 19:59,111-0743639-7141052,111-0743639-7141052,20180322,2018-03-24T10:06:00+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - White,Majide-Juul-Pure-White,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,LA CROSSE,WI,54601-4609,US
552,4/13/2018 19:59,113-7456385-7897054,113-7456385-7897054,20180322,2018-03-23T15:56:28+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,SOUTH SETAUKET,NY,11720-4503,US
553,4/13/2018 19:59,112-2932353-6774651,112-2932353-6774651,20180322,2018-03-24T04:19:05+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,PALISADES PARK,NJ,07650-1506,US
554,4/13/2018 19:59,112-2932353-6774651,112-2932353-6774651,20180322,2018-03-24T04:19:05+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,PALISADES PARK,NJ,07650-1506,US
555,4/13/2018 19:59,114-4625039-4979447,114-4625039-4979447,20180322,2018-03-23T23:51:20+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,3,USD,29.97,NULL,NULL,NULL,RIDGEFIELD,NJ,07657-2354,US
556,4/13/2018 19:59,112-0089640-6849823,112-0089640-6849823,20180322,2018-03-23T06:41:09+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - White,Majide-Juul-Pure-White,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,RANDOLPH,NJ,07869-3334,US
557,4/13/2018 19:59,114-5921182-9084227,114-5921182-9084227,20180322,2018-03-22T18:28:55+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1L7YSW,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Blue,Majide-Juul-Blue,B07B1L7YSW,Shipped,1,USD,9.99,NULL,NULL,NULL,MIAMI,FL,33149-2167,US
558,4/13/2018 19:59,112-9411869-6467435,112-9411869-6467435,20180322,2018-03-22T19:22:00+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,ARCADIA,CA,91007-7430,US
559,4/13/2018 19:59,114-5641517-7302608,114-5641517-7302608,20180322,2018-03-24T02:02:41+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,NORRISTOWN,PA,19401,US
560,4/13/2018 19:59,111-2469627-1097854,111-2469627-1097854,20180321,2018-03-22T21:57:22+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17ZRJ1,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Yellow,Majide-Juul-Yellow,B07B17ZRJ1,Shipped,1,USD,9.99,NULL,NULL,NULL,Haledon,NJ,7508,US
561,4/13/2018 19:59,111-2469627-1097854,111-2469627-1097854,20180321,2018-03-22T21:57:22+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,Haledon,NJ,7508,US
562,4/13/2018 19:59,114-1366511-5267419,114-1366511-5267419,20180321,2018-03-23T01:21:50+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B173SNB,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Grey,Majide-Juul-Grey,B07B173SNB,Shipped,1,USD,9.99,NULL,NULL,NULL,VAIL,CO,81657-4002,US
563,4/13/2018 19:59,114-1366511-5267419,114-1366511-5267419,20180321,2018-03-23T01:21:50+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,VAIL,CO,81657-4002,US
564,4/13/2018 19:59,111-8501116-0119450,111-8501116-0119450,20180321,2018-03-23T15:43:21+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - White,Majide-Juul-Pure-White,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,NEWARK,DE,19711-7003,US
565,4/13/2018 19:59,112-0082724-2539425,112-0082724-2539425,20180321,2018-03-24T03:42:14+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Orange,Majide-Juul-Orange,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,KANSAS CITY,MO,64110-3041,US
566,4/13/2018 19:59,112-9324540-8744226,112-9324540-8744226,20180321,2018-03-22T09:37:09+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,MANASSAS,VA,20110-5671,US
567,4/13/2018 19:59,111-2355616-1605047,111-2355616-1605047,20180321,2018-03-22T07:52:40+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,2,USD,19.98,NULL,NULL,NULL,IOWA CITY,IA,52240-5240,US
568,4/13/2018 19:59,111-6283347-9518615,111-6283347-9518615,20180321,2018-03-23T02:43:47+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - White,Majide-Juul-Pure-White,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,SOUTH HEMPSTEAD,NY,11550,US
569,4/13/2018 19:59,111-6283347-9518615,111-6283347-9518615,20180321,2018-03-23T02:43:47+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B173SNB,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Grey,Majide-Juul-Grey,B07B173SNB,Shipped,1,USD,9.99,NULL,NULL,NULL,SOUTH HEMPSTEAD,NY,11550,US
570,4/13/2018 19:59,111-5451883-8561063,111-5451883-8561063,20180321,2018-03-22T23:16:49+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,Expedited,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,3.99,NULL,fort lee,NJ,7024,US
571,4/13/2018 19:59,112-9053044-6759468,112-9053044-6759468,20180321,2018-03-21T19:44:44+00:00,Cancelled,Amazon,Amazon.com,amazon.com/dp/B07B1L7YSW,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Blue,Majide-Juul-Blue,B07B1L7YSW,Cancelled,0,NULL,NULL,NULL,NULL,NULL,San Jose,CA,95126,US
572,4/13/2018 19:59,111-3085724-4023420,111-3085724-4023420,20180321,2018-03-24T17:58:47+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - White,Majide-Juul-Pure-White,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,FREDONIA,NY,14063-1105,US
573,4/13/2018 19:59,112-1415901-6254632,112-1415901-6254632,20180321,2018-03-22T19:35:57+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Orange,Majide-Juul-Orange,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,LA MESA,CA,91942-2718,US
574,4/13/2018 19:59,111-3765176-2429835,111-3765176-2429835,20180321,2018-03-22T09:02:03+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - White,Majide-Juul-Pure-White,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,CEDAR FALLS,IA,50613-3817,US
575,4/13/2018 19:59,114-0851938-1713818,114-0851938-1713818,20180321,2018-03-22T22:55:50+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,VINELAND,NJ,08361-7933,US
576,4/13/2018 19:59,114-6282822-4367409,114-6282822-4367409,20180321,2018-03-22T05:24:06+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KTYV3,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KTYV3,Shipped,1,USD,9.99,NULL,NULL,NULL,MIAMI,FL,33166-2687,US
577,4/13/2018 19:59,114-8685008-3971429,114-8685008-3971429,20180321,2018-03-22T22:18:42+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,SAINT CHARLES,MISSOURI,63304-6967,US
578,4/13/2018 19:59,113-2740458-3623403,113-2740458-3623403,20180321,2018-03-22T00:32:43+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KTYV3,NextDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KTYV3,Shipped,1,USD,9.99,NULL,3.99,NULL,SAN ANTONIO,TX,78251-4750,US
579,4/13/2018 19:59,111-2967259-9151429,111-2967259-9151429,20180321,2018-03-22T23:10:29+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,WESTERLY,RI,02891-1413,US
580,4/13/2018 19:59,111-0844394-9509061,111-0844394-9509061,20180321,2018-03-23T18:23:37+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,OZARK,MO,65721-6608,US
581,4/13/2018 19:59,113-6471213-1094620,113-6471213-1094620,20180321,2018-03-21T22:16:43+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,MT PLEASANT,SC,29466-7409,US
582,4/13/2018 19:59,111-5551108-7978648,111-5551108-7978648,20180321,2018-03-21T15:38:46+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,COLUMBUS,OH,43210-1127,US
583,4/13/2018 19:59,111-5551108-7978648,111-5551108-7978648,20180321,2018-03-21T15:38:46+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,COLUMBUS,OH,43210-1127,US
584,4/13/2018 19:59,112-0267742-7735424,112-0267742-7735424,20180321,2018-03-22T22:28:35+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,REVERE,MA,02151-2933,US
585,4/13/2018 19:59,113-5127217-0844251,113-5127217-0844251,20180321,2018-03-26T01:27:37+00:00,Cancelled,Amazon,Amazon.com,amazon.com/dp/B07B1KTYV3,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KTYV3,Cancelled,0,NULL,NULL,NULL,NULL,NULL,FLUSHING,NY,11367-2333,US
586,4/13/2018 19:59,114-7955918-4277859,114-7955918-4277859,20180321,2018-03-22T00:10:41+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,LEXINGTON,KY,40508-2991,US
587,4/13/2018 19:59,113-3663698-1374640,113-3663698-1374640,20180321,2018-03-22T03:28:15+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,HILLSBOROUGH,NJ,8844,US
588,4/13/2018 19:59,114-7266315-9605001,114-7266315-9605001,20180321,2018-03-21T06:59:43+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B173SNB,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Grey,Majide-Juul-Grey,B07B173SNB,Shipped,1,USD,9.99,NULL,NULL,NULL,BOYNTON BEACH,FL,33436-5040,US
589,4/13/2018 19:59,113-6244275-5621015,113-6244275-5621015,20180321,2018-03-22T22:58:45+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,LYNBROOK,NY,11563-2423,US
590,4/13/2018 19:59,111-5987737-0452236,111-5987737-0452236,20180321,2018-03-21T07:19:30+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,Expedited,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - White,Majide-Juul-Pure-White,B07B1KWQH2,Shipped,1,USD,9.99,NULL,1.5,1.5,BAYSIDE,NY,11361-2209,US
591,4/13/2018 19:59,112-4563542-0748230,112-4563542-0748230,20180321,2018-03-21T22:31:13+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,5.99,NULL,Amelia,Ohio,45102,US
592,4/13/2018 19:59,114-6099088-8300254,114-6099088-8300254,20180321,2018-03-23T07:09:26+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,WATERTOWN,CT,06795-3054,US
593,4/13/2018 19:59,113-0305661-1117006,113-0305661-1117006,20180320,2018-03-21T06:37:22+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17TFDH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B17TFDH,Shipped,1,USD,9.99,NULL,NULL,NULL,GLEN BURNIE,MARYLAND,21060-7728,US
594,4/13/2018 19:59,112-2792323-8965065,112-2792323-8965065,20180320,2018-03-21T23:49:05+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - White,Majide-Juul-Pure-White,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,ALPHARETTA,GA,30004-5754,US
595,4/13/2018 19:59,114-4824629-0560246,114-4824629-0560246,20180320,2018-03-21T22:25:38+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B173SNB,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Grey,Majide-Juul-Grey,B07B173SNB,Shipped,1,USD,9.99,NULL,NULL,NULL,BOLINGBROOK,IL,60440-2510,US
